Source,Target,Tweet Type
rixyieorganiser,gmb_union,retweet
harding_keith,borisjohnson_mp,retweet
harding_keith,krishgm,retweet
kindamuslim,aaronbastani,retweet
kindamuslim,novaramedia,retweet
anneall09206530,peoplesvote_uk,retweet
mrjohngmarshall,brexitbin,retweet
simonickeuk,_brexittory,retweet
kingofwrong,goodwinmj,retweet
angiemeader,libdems,retweet
laurelthestaffy,_brexittory,retweet
cranialillusion,angelarayner,retweet
charliefrederix,davidchameleon,retweet
charliefrederix,foreignoffice,retweet
charliefrederix,conservatives,retweet
suemurphy37,wpmtese,retweet
masedance,scousegirlmedia,retweet
goalgeorge,joncruddas_1,retweet
goalgeorge,uklabour,retweet
lbc,mrjamesob,retweet
broadhurstjosh,goodwinmj,retweet
crazyoverlord,gmb_union,retweet
chris4valour,_brexittory,retweet
dennytarot,_brexittory,retweet
cawseykatharine,rachael_swindon,retweet
stephengreenac3,csquiremagazine,retweet
juliepeel33,scousegirlmedia,retweet
obblomovv92,scousegirlmedia,retweet
joecarpsss,iwantjc4pm,retweet
mc581,generalboles,retweet
lynnehaywood,bbcworldatone,retweet
rapp1tt,kazzjenkins,retweet
rapp1tt,conservatives,retweet
rizeupuk,rotesockensteve,retweet
rizeupuk,rizeupuk,retweet
manspyder,kazzjenkins,retweet
manspyder,conservatives,retweet
meredith_truth,lbc,retweet
meredith_truth,mrjamesob,retweet
royanderson666,steviebrexit,retweet
gazarty146,_brexittory,retweet
judirayner,remainutd,retweet
mmjblair,itvtynetees,retweet
mmjblair,mikehillmp,retweet
mmjblair,jeremycorbyn,retweet
burnetbasher,dancardenmp,retweet
grantcharman,the_tpa,retweet
deliawallace51,thesnp,retweet
deliawallace51,dr_philippaw,retweet
deliawallace51,robertjenrick,retweet
ukgeneralelect2,ukgeneralelect2,retweet
michellefattoru,peoplesvote_uk,retweet
michellefattoru,marshadecordova,retweet
ipasho,armilani_,retweet
ipasho,borisjohnson,retweet
ladhit2,sunpolitics,retweet
jamiegreeneuk,derek4centayr,retweet
jamiegreeneuk,scottories,retweet
kuantancurls,dr_philippaw,retweet
ervarfooo,_brexittory,retweet
esme_hornbeam,dave_genz,retweet
cbfg53293264,sunpolitics,retweet
robinmackrell,theprogalliance,retweet
robinmackrell,moraylaura,retweet
brianivy3,trickyjabs,retweet
duncan_exley,brexitparty_uk,retweet
thinkofthehuma1,brexitbin,retweet
glo_thienel,ladydurrant,retweet
jrat0606,unitepolitics,retweet
stoneraise_sch,stoneraisege,retweet
squirrel14,bethrigby,retweet
st_albans_man,topazstopbrexit,retweet
alterntereality,scousegirlmedia,retweet
christi73224817,ladydurrant,retweet
quannoi,brexitbin,retweet
john_kenney,gmb_union,retweet
elizabethfrase9,thesnp,retweet
elizabethfrase9,dr_philippaw,retweet
elizabethfrase9,robertjenrick,retweet
ume_ben,lbc,retweet
ume_ben,mrjamesob,retweet
pompeytim69,michaelallen_99,reply
pompeytim69,achildof2worlds,retweet
pompeytim69,dezzaxx_,retweet
pompeytim69,uklabour,retweet
jammy_ginger,aaronbastani,retweet
jammy_ginger,novaramedia,retweet
amandajanecole,marieannuk,retweet
farahdamji,dailyfail,retweet
andrewralphpc,itvtynetees,retweet
andrewralphpc,mikehillmp,retweet
andrewralphpc,jeremycorbyn,retweet
hossylass,iwantjc4pm,retweet
derekmillar10,thesnp,retweet
derekmillar10,valensercla,retweet
charlesthornt,fbunational,retweet
saf9917,_brexittory,retweet
depechistworld,gdcampaigns,retweet
bigbadhenry,goodwinmj,retweet
denisemembery,_brexittory,retweet
gmbyoungwsw,gmb_union,retweet
judirayner,brexitbin,retweet
ig_djb_1993,addicted2newz,retweet
ig_djb_1993,afneil,retweet
cllrjjames,ladydurrant,retweet
coventryfor,scousegirlmedia,retweet
perryman54,sunpolitics,retweet
perryman54,emilyhewertson,retweet
dmckatana,alisonthewliss,retweet
dmckatana,thesnp,retweet
shylassie658,skynewspolitics,retweet
shylassie658,tommysheppard,retweet
shylassie658,jeremycorbyn,retweet
shylassie658,borisjohnson,retweet
shylassie658,nicolasturgeon,retweet
devongirl_64,_brexittory,retweet
cleanairuk,livingstreets,retweet
cleanairuk,wearecyclinguk,retweet
thegirlwho,cllrtkerr,retweet
yesiscoming,scottishlabour,reply
melamagpie,jamesfwells,retweet
portygeoff,skynewspolitics,retweet
portygeoff,tommysheppard,retweet
portygeoff,jeremycorbyn,retweet
portygeoff,borisjohnson,retweet
portygeoff,nicolasturgeon,retweet
michaelcraig96,camerongarrett_,retweet
michaelcraig96,ipsosmori,retweet
tomcrosspsych,rachael_swindon,retweet
mrsvb,geziwoman,retweet
mrsvb,mazzucatom,retweet
mrsvb,uklabour,retweet
nwasunison,unisontweets,retweet
kulganofcrydee,labouragainstas,retweet
jenslater_,trustyourideas,retweet
liz_mcphillips,dr_philippaw,retweet
trevdick,frankcaithness,retweet
trevdick,jamie4north,retweet
maureenjosi,nja5,retweet
bibbeth6,cllrtkerr,retweet
zubhaque,migrantvote,retweet
gubath,scouseweegian,retweet
fp1938,ukreloaded,retweet
xrmadeline,thegreenparty,retweet
xrmadeline,channel4news,retweet
evans_cllr,ranvir01,retweet
evans_cllr,nigel_farage,retweet
measorgeezer,antonioeweiss,retweet
measorgeezer,twlabour,retweet
measorgeezer,uklabour,retweet
robbo4381,romillyweeks,retweet
robbo4381,itvnews,retweet
euanphilipps,annpettifor,retweet
euanphilipps,uklabour,retweet
vfio65,brexitbin,retweet
incmonocle,goodwinmj,retweet
nainycjd,wearecyclinguk,retweet
memmzz786,cllrkhalilahmed,retweet
whalley1953,itvtynetees,retweet
whalley1953,mikehillmp,retweet
whalley1953,jeremycorbyn,retweet
beatygul_beaty,wnettleford,retweet
beatygul_beaty,adamprice,retweet
beatygul_beaty,5_news,retweet
beatygul_beaty,plaid_cymru,retweet
gubath,ronniecowan,retweet
gubath,thesnp,retweet
jamesre28134379,thesnp,retweet
jamesre28134379,dr_philippaw,retweet
jamesre28134379,robertjenrick,retweet
ldgay1,brexitbin,retweet
manville54,_brexittory,retweet
proletairey,aaronbastani,retweet
martinsymtek130,dancardenmp,retweet
thinkofthehuma1,remainernow,retweet
thinkofthehuma1,davewetherall,retweet
vjl2,benpbradshaw,retweet
vjl2,lukepollard,retweet
vjl2,charlottehollo,retweet
christinejelmer,monicabeharding,retweet
christinejelmer,cobhamchurch,retweet
justthevax,lawyerlinguist,retweet
justthevax,jacob_rees_mogg,retweet
justthevax,conservative,retweet
justthevax,uklabour,retweet
chloegrayson__,rachael_swindon,retweet
londonnetworker,lissachapman,retweet
christinejelmer,monicabeharding,retweet
christinejelmer,elmbridgelibdem,retweet
marycechan,imajsaclaimant,retweet
wikofootball,august05398614,retweet
wikofootball,borisjohnson,retweet
wikofootball,kremlinrussia_e,retweet
wikofootball,conservatives,retweet
constantinsthe1,csquiremagazine,retweet
gfosterjourno,kazzjenkins,retweet
gfosterjourno,conservatives,retweet
a14mal,scottories,retweet
cupcakesub,refugecharity,retweet
cupcakesub,refinery29,retweet
cupcakesub,jennselby,retweet
starrybright,ukunionvoice,retweet
therobdingley,theprolestar,retweet
cycleme2,strongerstabler,retweet
suleskerry,aaronbastani,retweet
suleskerry,novaramedia,retweet
txakurona,chrismasonbbc,retweet
polyp2000,angelortanya,retweet
polyp2000,uklabour,retweet
polyp2000,jeremycorbyn,retweet
fionawatkin1,monicabeharding,retweet
fionawatkin1,elmbridgelibdem,retweet
rubyrubyrubyrt1,dr_philippaw,retweet
rubyrubyrubyrt1,thesnp,retweet
bexhillobs,gladrich2014,retweet
anotherpolitics,pmpmagtoday,retweet
anotherpolitics,ruairiluke,retweet
anotherpolitics,pmpmagtoday,retweet
nissemus,radicalassoc,retweet
gamray,keejayov2,retweet
jamiewoodhouse,templaine,reply
jamiewoodhouse,nikkiholding,retweet
jamiewoodhouse,blueskies1977,retweet
jamiewoodhouse,remainernow,retweet
jamiewoodhouse,remainernow,retweet
david_rigby,tommycorbyn,retweet
battleobs,gladrich2014,retweet
beatygul_beaty,wnettleford,retweet
beatygul_beaty,plaid_cymru,retweet
beatygul_beaty,5_news,retweet
rentonmagauk,itvtynetees,retweet
rentonmagauk,mikehillmp,retweet
rentonmagauk,jeremycorbyn,retweet
mateo_tao,aaronbastani,retweet
mateo_tao,novaramedia,retweet
sallymi90818978,bywirenews,retweet
comfortableblue,euanphilipps,retweet
comfortableblue,annpettifor,retweet
comfortableblue,uklabour,retweet
mylesie,theirishpost,retweet
grahammanley,scousegirlmedia,retweet
grahammoss9,kazzjenkins,retweet
grahammoss9,conservatives,retweet
donna_peach,peston,reply
britainbalance,bbcpolitics,reply
britainbalance,brexitparty_uk,retweet
stevemcgill52,_brexittory,retweet
normalnormaniam,itvtynetees,retweet
normalnormaniam,mikehillmp,retweet
normalnormaniam,jeremycorbyn,retweet
limoderates,euanphilipps,retweet
limoderates,annpettifor,retweet
limoderates,uklabour,retweet
helenro40139309,thesnp,retweet
helenro40139309,valensercla,retweet
ladymuck75,kazzjenkins,retweet
ladymuck75,conservatives,retweet
ericsseagull,the_tpa,retweet
sleazebuster,_brexittory,retweet
mysteriosox,euanphilipps,retweet
mysteriosox,annpettifor,retweet
mysteriosox,uklabour,retweet
albert1_kees,the_tpa,retweet
cathco1,dr_philippaw,retweet
undebplaidcymru,itvwales,retweet
undebplaidcymru,adamprice,retweet
graemebrettwil1,mmaher70,retweet
work_home_play,scousegirlmedia,retweet
guenblukubyebye,keejayov2,retweet
fixed_that_4_u,jerryhicksunite,retweet
smarshall2002,leftwingkav,retweet
fairfight4,brexitbin,retweet
deguman,wpmtese,retweet
pc_free_zone,_brexittory,retweet
johnmcinroe,labourrichard,reply
wfshaw66,_brexittory,retweet
christi73224817,john2win,retweet
christi73224817,scottories,retweet
mathesonmichael,johnmcnallysnp,retweet
ukandeu,instituteforgov,retweet
ukandeu,theifs,retweet
ukandeu,ukandeu,retweet
jazzaoxon,leedseurope,retweet
jazzaoxon,alexsobel,retweet
sophiejwil,geziwoman,retweet
sophiejwil,mazzucatom,retweet
sophiejwil,uklabour,retweet
chrisc990,gmb_union,retweet
fififm,fbunational,retweet
jonie1303,angelortanya,retweet
jonie1303,uklabour,retweet
jonie1303,jeremycorbyn,retweet
45albannach,nick_blm,retweet
joejglenton,stephanieokee14,retweet
helenro40139309,tommysheppard,retweet
gorbalsgal,alisonthewliss,retweet
gorbalsgal,thesnp,retweet
joncarter_mars,dancingthemind,retweet
richard44917476,ukunionvoice,retweet
u3akfd7f,aaronbastani,retweet
u3akfd7f,novaramedia,retweet
willie_dustice9,keejayov2,retweet
aberdeencj,scottories,retweet
carlathomas29,dancardenmp,retweet
colrah,geziwoman,retweet
colrah,mazzucatom,retweet
colrah,uklabour,retweet
mudassarklodhi,georgegalloway,retweet
alpaterson4,dr_philippaw,retweet
lmartods,keejayov2,retweet
achinton,radicalassoc,retweet
eleanoroakesx,keepnhspublic,retweet
sneekyboy,scouseweegian,retweet
samlowry60,euanphilipps,retweet
samlowry60,annpettifor,retweet
samlowry60,uklabour,retweet
garyjknight,_brexittory,retweet
peregrinegoodf1,sunpolitics,retweet
autism_able,emmalewellbuck,retweet
autism_able,autism_able,retweet
mobipepe,brexitbin,retweet
emmysl,trickyjabs,retweet
sambarcagraham,trickyjabs,retweet
earthgirlgeena,trickyjabs,retweet
sheilagunny,williamclouston,retweet
carlathomas29,unitepolitics,retweet
sheronwilkie,monicabeharding,retweet
sheronwilkie,elmbridgelibdem,retweet
jamescoe07,pdockerty,retweet
bogfather,_brexittory,retweet
juliecuninghame,dancardenmp,retweet
cogginsgeraldin,transcendental1,retweet
cogginsgeraldin,thegreenparty,retweet
rharrisongmb,gmb_union,retweet
pete_hennessy,peoplesmomentum,retweet
coolsussex,gladrich2014,retweet
fast3939,missnemmanuel,retweet
fast3939,opblackvote,retweet
mrneilamphlett,addicted2newz,retweet
thekettles2,dancardenmp,retweet
jamesafc126,kazzjenkins,retweet
jamesafc126,conservatives,retweet
johnbach1961,_brexittory,retweet
kapur_aj,remainutd,retweet
juneh49,conservatives,retweet
sabinakhan16,labourpandl,retweet
sabinakhan16,apsanaforpl,retweet
jwashpot,kat_cary,retweet
pandoraknopp,dorje_m,retweet
pandoraknopp,borisjohnson,retweet
yogablackbelt,leedseurope,retweet
yogablackbelt,alexsobel,retweet
richardbridle,borisjohnson,retweet
loubec6,carryonkeith,retweet
gmbnhs,gmb_union,retweet
chrisplol,zebra_carol,retweet
blindseyeview,gdcampaigns,retweet
sheronwilkie,monicabeharding,retweet
sheronwilkie,cobhamchurch,retweet
embrace,ayocaesar,retweet
embrace,opblackvote,retweet
carsonscat,derek4centayr,retweet
carsonscat,scottories,retweet
hildapalmer,mcrcladiators,retweet
wood5sarah,_brexittory,retweet
julesnorton,dpricelabour,retweet
mckinlay_liz,thesnp,retweet
morningsidemark,colsmal,retweet
fbowie,thegreenparty,retweet
fbowie,channel4news,retweet
twlabour,antonioeweiss,retweet
janewardengray,brexitbin,retweet
jeromedavies1,doozy_45,retweet
tony_lockyear,dont_vote_tobin,retweet
angelaburnsam,welshconserv,retweet
angelaburnsam,simonhartmp,retweet
megbenitez,nja5,retweet
dickmackintosh,opinion_badger,reply
dickmackintosh,cyprus364,retweet
dickmackintosh,johnmcdonnellmp,retweet
dickmackintosh,annpettifor,retweet
anniewatkinson,minghowriter,retweet
anniewatkinson,bbcquestiontime,retweet
anniewatkinson,bbcnews,retweet
twistol,conservativeawf,retweet
i_am_sarahtonin,kazzjenkins,retweet
i_am_sarahtonin,conservatives,retweet
scottories,derek4centayr,retweet
scottories,scottories,retweet
ianmartlew,jamesbundy,retweet
donnathailand,_brexittory,retweet
cathco1,mathesonmichael,retweet
cathco1,johnmcnallysnp,retweet
cathywood55,nmckenn,retweet
hmacdonaldsnp,jay_sutherland_,retweet
hmacdonaldsnp,joswinson,retweet
formathieson,scottories,retweet
bmcd626,skynewspolitics,retweet
bmcd626,tommysheppard,retweet
bmcd626,jeremycorbyn,retweet
bmcd626,borisjohnson,retweet
bmcd626,nicolasturgeon,retweet
anguscouncil,electoralcommuk,retweet
girlchampjinty,jnhanvey,retweet
girlchampjinty,joannaccherry,retweet
craigfincham88,suffolkcoastlab,retweet
gary_ormond_psy,_brexittory,retweet
bnb_10,rachael_swindon,retweet
torylieexposer,dave_genz,retweet
ellydavis,craigfletcherld,retweet
bugleboy12,thesnp,retweet
v4vendetta5nov,rachael_swindon,retweet
peterro18785637,williamclouston,retweet
dollymixture,gdcampaigns,retweet
bigbadhenry,jamesfwells,retweet
vjl2,dancingthemind,retweet
p20321809,_brexittory,retweet
jacquel46304555,laurenjtownsend,retweet
jacquel46304555,uklabour,retweet
jacquel46304555,spicytrev,retweet
jacquel46304555,blesshercotton,retweet
jacquel46304555,btslavin,retweet
keithsmithies,peoplesvote_uk,retweet
chrisbibby6,robdavidson74,retweet
shipa123,angelarayner,retweet
djp455,brexitbin,retweet
chris_traynor,fbunational,retweet
metterodgers,goodwinmj,retweet
peacedovelives,scousegirlmedia,retweet
jeromedavies1,remainernow,retweet
jeromedavies1,davewetherall,retweet
martin_wickham,generalboles,retweet
ig_djb_1993,_brexittory,retweet
griffbob77,lbc,retweet
griffbob77,eddiemair,retweet
realbristolboy,brexitbin,retweet
doodoo1047,theprolestar,retweet
graeme_1988,fbunational,retweet
davidsugars,nja5,retweet
craigakconnolly,haggis_uk,retweet
schmidtrubink31,kazzjenkins,retweet
schmidtrubink31,conservatives,retweet
loubec6,topazstopbrexit,retweet
reuters,reutersuk,retweet
simonickeuk,ladydurrant,retweet
cpittkerby,laurapidcockmp,retweet
cpittkerby,uklabour,retweet
plannergeddon,trickyjabs,retweet
finleyofwaino,_brexittory,retweet
bigbadhenry,_brexittory,retweet
erinium,max_shelton93,retweet
prof_ian_shaw,brexitbin,retweet
bmcd626,thesnp,retweet
bmcd626,dr_philippaw,retweet
bmcd626,robertjenrick,retweet
miketregent,theprolestar,retweet
west_views,saddlersue,retweet
west_views,knowlessclabour,retweet
west_views,jennywlibdem,retweet
philiphoward20,scousegirlmedia,retweet
reutersworld,reutersuk,retweet
cernusson,lbc,retweet
cernusson,mrjamesob,retweet
scousegirlmedia,scousegirlmedia,retweet
rodee55,socialistvoice,retweet
cloudsdm,dariahassqt,retweet
boswellaffleck,rachael_swindon,retweet
hmiller3x,dr_philippaw,retweet
enviroman57,rachael_swindon,retweet
pmworldismad,dariahassqt,retweet
louplet,cen_hq,retweet
abrecan1,kazzjenkins,retweet
abrecan1,conservatives,retweet
katethea3,euanphilipps,retweet
katethea3,annpettifor,retweet
katethea3,uklabour,retweet
pmawisdom,rachael_swindon,retweet
simonickeuk,sunpolitics,retweet
simonickeuk,emilyhewertson,retweet
beenewsdaily,skynews,retweet
beenewsdaily,johnmcdonnellmp,retweet
labouragainstas,euanphilipps,retweet
labouragainstas,annpettifor,retweet
labouragainstas,uklabour,retweet
diasubaldo,the_tpa,retweet
lucyannbridport,frankcaithness,retweet
lucyannbridport,jamie4north,retweet
lavendermaridge,imajsaclaimant,retweet
simonblackham,bethrigby,retweet
gillianmsp,richardlochhead,retweet
gillianmsp,jockmckaysnp,retweet
gillianmsp,moraysnp,retweet
gillianmsp,thesnp,retweet
gillianmsp,moraylaura,retweet
julesmadworld,brexitbin,retweet
brastik_john,essexcanning,retweet
lynnehaywood,hawkins_carole,reply
lpz3,lpz3,retweet
lpz3,nicktolhurst,retweet
lpz3,spanishdan1,retweet
lpz3,joswinson,retweet
lpz3,jeremycorbyn,retweet
peterr2808,addicted2newz,retweet
stevesayersone,anthonybmasters,retweet
stevesayersone,bbcrealitycheck,retweet
susescotland,gas1883,retweet
susescotland,rnibscotland,retweet
susescotland,glasgowpam,retweet
susescotland,moohannicholas,retweet
susescotland,cmonaghansnp,retweet
susescotland,alliancescot,retweet
deejayhome,addicted2newz,retweet
beatygul_beaty,itvwales,retweet
aroon173,brexitbin,retweet
rhidian33,aaronbastani,retweet
rhidian33,novaramedia,retweet
distefano1410,borisjohnson,reply
peacemoon1,bhav_popat,retweet
peacemoon1,uklabour,retweet
peacemoon1,conservatives,retweet
peacemoon1,borisjohnson,retweet
loubec6,lindaukc21,retweet
loubec6,theresa_may,retweet
loubec6,borisjohnson,retweet
loubec6,conservatives,retweet
johnedwardlo,brexitbin,retweet
rcpwells,dancingthemind,retweet
cllrpcharles,cllrtkerr,retweet
mark_wilkes27,_brexittory,retweet
sdownes,insidecroydon,retweet
sdownes,bbcnewcastle,retweet
sdownes,conhome,retweet
sdownes,politicshome,retweet
sdownes,michaellcrick,retweet
sdownes,timminogue,retweet
johnmcnallysnp,mathesonmichael,retweet
johnmcnallysnp,johnmcnallysnp,retweet
curry_ketchup,sajidjavid,reply
wgsaraband,scouseweegian,retweet
tullymatt,trickyjabs,retweet
johnswinney,richardlochhead,retweet
johnswinney,jockmckaysnp,retweet
johnswinney,moraysnp,retweet
johnswinney,thesnp,retweet
johnswinney,moraylaura,retweet
cpittkerby,theprolestar,retweet
libdemdan,shelter,retweet
libdemdan,libdems,retweet
manners16,trickyjabs,retweet
tarisgal42,dr_philippaw,retweet
moomoo_witney,laylamoran,retweet
stoneraise_sch,stoneraisege,retweet
whatseuropinion,brexitbin,retweet
molejourno,youngliberalsuk,retweet
molejourno,libdems,retweet
molejourno,peoplesmomentum,retweet
molejourno,uklabour,retweet
stumac59,rgordon_nesbitt,retweet
phillipodell4,antonioeweiss,retweet
lawloreajlawlor,brexitbin,retweet
balibooboo,shamimanb,retweet
measorgeezer,antonioeweiss,retweet
sleazebuster,_brexittory,retweet
ervarfooo,_brexittory,retweet
lilyladles,jamesfwells,retweet
mickileeds,itvtynetees,retweet
mickileeds,mikehillmp,retweet
mickileeds,jeremycorbyn,retweet
notamused666,_brexittory,retweet
zele_zeka,laurenjtownsend,retweet
zele_zeka,uklabour,retweet
zele_zeka,spicytrev,retweet
zele_zeka,blesshercotton,retweet
zele_zeka,btslavin,retweet
rubyfury,gmb_union,retweet
benjibumpi,aaronbastani,retweet
benjibumpi,novaramedia,retweet
23daves,thegreenparty,retweet
23daves,channel4news,retweet
ursula0703,iwantjc4pm,retweet
ursula0703,conservatives,retweet
ursula0703,libdems,retweet
beardsandennui,kazzjenkins,retweet
beardsandennui,conservatives,retweet
mrmojorisin1975,scousegirlmedia,retweet
tipton21,rachael_swindon,retweet
sanchiaalasia,joncruddas_1,retweet
sanchiaalasia,uklabour,retweet
redmayne_robert,finlaypringle,retweet
redmayne_robert,gretathunberg,retweet
redmayne_robert,vanessa_vash,retweet
susanstohelit2,imajsaclaimant,retweet
brownfulk,scousegirlmedia,retweet
nwteapot,matthewgreen02,retweet
nwteapot,dyanneboo1,retweet
nwteapot,dalbideu,retweet
nwteapot,shroppiemon,retweet
nwteapot,dkshrewsbury,retweet
nwteapot,libdems,retweet
nwteapot,ngreen4libdems,retweet
nwteapot,shrewslibdems,retweet
nwteapot,jbuckleylabour,retweet
nwteapot,ngreen4libdems,retweet
tazmanlfc1965,laurenjtownsend,retweet
tazmanlfc1965,uklabour,retweet
tazmanlfc1965,spicytrev,retweet
tazmanlfc1965,blesshercotton,retweet
tazmanlfc1965,btslavin,retweet
helenro40139309,nick_blm,retweet
serdalt,kazzjenkins,retweet
serdalt,conservatives,retweet
thegraveside,peoplesmomentum,reply
thegraveside,jeremycorbyn,retweet
carolinmcmillan,thesnp,retweet
marycechan,imajsaclaimant,retweet
clemcoady,stoneraisege,retweet
cloudsdm,dariahassqt,retweet
clemcoady,stoneraisege,retweet
societyatpeace,brexitbin,retweet
soutar2,aaronbastani,retweet
5stringpaul,geziwoman,retweet
5stringpaul,mazzucatom,retweet
5stringpaul,uklabour,retweet
scotmeg2,palayo,retweet
scotmeg2,scottishlabour,retweet
angelaeagle,gmb_union,retweet
10_jerseygirl,dr_philippaw,retweet
simchaudhry,rachael_swindon,retweet
turrabuddie,kazzjenkins,retweet
turrabuddie,conservatives,retweet
michalradzio,bydonkeys,retweet
biggsy350,insidehousing,retweet
biggsy350,uklabour,retweet
biggsy350,conservatives,retweet
biggsy350,libdems,retweet
biggsy350,thegreenparty,retweet
biggsy350,thesnp,retweet
biggsy350,brexitparty_uk,retweet
samtarry,gmb_union,retweet
favetelinguiss,_brexittory,retweet
limeton1,rachael_swindon,retweet
gill33646897,rosinapaintolin,retweet
poetryrebellion,scousegirlmedia,retweet
stuart_clubdev,bbrscotwest,retweet
saintdavid2911,emmainky,reply
utwattamungus,alexandervelky,reply
utwattamungus,jeremycorbyn,retweet
drgabaines,euanphilipps,retweet
drgabaines,annpettifor,retweet
drgabaines,uklabour,retweet
babybeetroot,babybeetroot,retweet
andygrays0n,faceblindandy,retweet
gouldingannie,kazzjenkins,retweet
gouldingannie,conservatives,retweet
rupertscott21,romillyweeks,retweet
rupertscott21,itvnews,retweet
joglasg,jamesefoster,retweet
joglasg,joswinson,retweet
joglasg,libdems,retweet
joglasg,uklabour,retweet
hairychesters,haggis_uk,retweet
anna_losse,matthewgreen02,retweet
anna_losse,ft,retweet
anna_losse,libdems,retweet
notamused666,_brexittory,retweet
steelyjace,_brexittory,retweet
fbpespamzo,politicspunked,retweet
fbpespamzo,jamesmelville,retweet
hull52rich,ofocbrexit,retweet
itrainedflowers,jeremycorbyn,retweet
itrainedflowers,laurapidcockmp,retweet
itrainedflowers,johnmcdonnellmp,retweet
itrainedflowers,hackneyabbott,retweet
itrainedflowers,angelarayner,retweet
itrainedflowers,richardburgon,retweet
itrainedflowers,rlong_bailey,retweet
itrainedflowers,dawnbutlerbrent,retweet
jlwroot,rachael_swindon,retweet
laughingdevil1,euanphilipps,retweet
laughingdevil1,annpettifor,retweet
laughingdevil1,uklabour,retweet
johnclarke1,haggis_uk,retweet
g2bristol,rachael_swindon,retweet
45albannach,germans4indyref,retweet
45albannach,thesnp,retweet
musthaveitnow,dariahassqt,retweet
bill_hadd50,pennymidasrollo,retweet
jeremycorbyn,gmb_union,retweet
bubblesmoney,_brexittory,retweet
magimay0071,jamesefoster,retweet
magimay0071,joswinson,retweet
magimay0071,libdems,retweet
magimay0071,uklabour,retweet
johnturrell,haggis_uk,retweet
realitytriumphs,addicted2newz,retweet
xrtotnes,prsd,retweet
xrtotnes,l_webberley,retweet
xrtotnes,xrtotnes,retweet
cpittkerby,jamesefoster,retweet
cpittkerby,joswinson,retweet
cpittkerby,libdems,retweet
cpittkerby,uklabour,retweet
milfdrones,talkradio,retweet
drmarkcallaghan,rachael_swindon,retweet
fisherandrew79,garyyounge,retweet
poisonpopcorn,borisjohnson,reply
bernietommo,imvotinglabour,retweet
yvonneo,socialistvoice,retweet
halfmanhalflard,joglasg,retweet
christopherhope,sebastianepayne,retweet
cottageemma,kazzjenkins,retweet
cottageemma,conservatives,retweet
bet365man,x_sticks_real,retweet
bet365man,gillianmsp,retweet
bet365man,cllrthomson,retweet
bet365man,robertsonpaulc,retweet
bet365man,fergoodness,retweet
bet365man,kirstysnp,retweet
bet365man,stephenflynnsnp,retweet
bet365man,moraylaura,retweet
absonjill,jamesefoster,retweet
absonjill,joswinson,retweet
absonjill,libdems,retweet
absonjill,uklabour,retweet
brendaj42217899,addicted2newz,retweet
bennywalsh5,lbc,retweet
bennywalsh5,mrjamesob,retweet
grahamc84779852,tommysheppard,retweet
markofantastico,kazzjenkins,retweet
markofantastico,conservatives,retweet
mrjackgrant,gmb_union,retweet
hepworthclare,geziwoman,retweet
hepworthclare,mazzucatom,retweet
hepworthclare,uklabour,retweet
nigel__w,richardlochhead,retweet
nigel__w,jockmckaysnp,retweet
nigel__w,moraysnp,retweet
nigel__w,thesnp,retweet
nigel__w,moraylaura,retweet
jacquel46304555,rharrisongmb,retweet
issaddlethereis,marieannuk,retweet
omar2har3ef,lbc,retweet
omar2har3ef,mrjamesob,retweet
eralcbear,rachael_swindon,retweet
maisie2shooz,damian_from,retweet
maisie2shooz,uklabour,retweet
gunnymark,tnewtondunn,retweet
barrynl,barrynl,retweet
barrynl,femi_sorry,retweet
barrynl,paulkohlersw19,retweet
crispeater,gmb_union,retweet
karenj2601,thesnp,retweet
karenj2601,dr_philippaw,retweet
karenj2601,robertjenrick,retweet
blewishand,joglasg,reply
escapeeuslavery,sunpolitics,retweet
nillie,sadiqkhan,retweet
v4vendetta5nov,geziwoman,retweet
v4vendetta5nov,mazzucatom,retweet
v4vendetta5nov,uklabour,retweet
firtyfreefousan,wpmtese,retweet
faresfair1981,rachael_swindon,retweet
simon_evansuk,gmb_union,retweet
ian_beckett,charlottegrose,retweet
ian_beckett,greateranglia,retweet
alterntereality,alterntereality,retweet
alterntereality,victorialive,retweet
kanarek_daniel,scouseweegian,retweet
binkypuff,richardlochhead,retweet
binkypuff,jockmckaysnp,retweet
binkypuff,moraysnp,retweet
binkypuff,thesnp,retweet
binkypuff,moraylaura,retweet
eylesgeoff,_brexittory,retweet
colinda19415235,theadickinson,retweet
vote_labour2019,fisherandrew79,retweet
simonparsons19,tnewtondunn,retweet
littlemick52,ukreloaded,retweet
jamesmarron1,scousegirlmedia,retweet
ajajwaljayne,saddlersue,retweet
ajajwaljayne,aluncairns,retweet
ajajwaljayne,bel4thevale,retweet
cmhonour,thesnp,retweet
prolefeed33,gmb_union,retweet
amandamanning8,kazzjenkins,retweet
amandamanning8,conservatives,retweet
cpittkerby,rachael_swindon,retweet
automarx3,joglasg,retweet
holesie,damian_from,retweet
holesie,uklabour,retweet
tonypickett,monicabeharding,retweet
tonypickett,elmbridgelibdem,retweet
paul_j_chapman,jamesfwells,retweet
pauljohnlyon,gmb_union,retweet
stevelane15,kazzjenkins,retweet
stevelane15,conservatives,retweet
greigcorner,gmb_union,retweet
daverain,saddlersue,retweet
daverain,davidlammy,retweet
daverain,jamesnewhall,retweet
daverain,tammypalmerld,retweet
